FID,PublicAddress,ControlNbr,CCN,Precinct,ReportedDate,BeginDate,Time,Offense,Description,UCRCode,EnteredDate,GBSID,Lat,Long,X,Y,Neighborhood,LastChanged,LastUpdateDate
6157,0016XX Grand ST NE,3755883,MP 2018 130362,2,2018/04/25 17:38:00,2018/02/13 07:30:00,07:30:00,BURGD,Burglary Of Dwelling,6,2018/04/25 17:38:02,21181,45.00495225,-93.27010844,"-10,382,780.9778","5,622,301.1499",SHERIDAN,2018/04/26 09:12:50,2018/04/26 20:00:32
6158,0031XX Hennepin AV S,3755891,MP 2018 130395,5,2018/04/25 18:30:00,2018/04/25 16:30:00,16:30:00,TFMV,Theft From Motr Vehc,7,2018/04/25 18:37:08,11283,44.94565123,-93.29831537,"-10,385,920.9585","5,612,969.4395",CARAG,2018/04/26 13:57:28,2018/04/26 20:00:32
6159,0005XX Broadway AV W,3755892,MP 2018 130450,4,2018/04/25 18:59:00,2018/04/25 18:16:00,18:16:00,DASLT2,2nd Deg Domes Aslt,5,2018/04/25 18:56:01,22647,44.99913516,-93.28682309,"-10,384,641.6445","5,621,385.3364",NEAR - NORTH,2018/04/25 21:10:41,2018/04/26 20:00:32
6160,37 ST E / Elliot AV S,3755894,MP 2018 130420,3,2018/04/25 21:00:00,2018/04/25 17:58:00,17:58:00,ASLT2,Asslt W/dngrs Weapon,5,2018/04/25 19:04:30,,44.93595,-93.26125,"-10,381,795.04","5,611,443.953",POWDERHORN PARK,2018/04/25 23:58:21,2018/04/26 20:00:32
6161,0057XX Sander DR ,3755899,MP 2018 130366,3,2018/04/25 21:14:59,2018/04/25 06:00:00,06:00:00,BURGD,Burglary Of Dwelling,6,2018/04/25 19:55:07,20494,44.89881249,-93.22538824,"-10,377,802.7483","5,605,605.6253",WENONAH,2018/04/26 01:07:15,2018/04/26 20:00:32
6162,0008XX Lake ST W,3755902,MP 2018 130519,5,2018/04/25 20:07:59,2018/04/25 19:18:00,19:18:00,SHOPLF,Shoplifting,7,2018/04/25 20:04:20,16079,44.9483642,-93.29001302,"-10,384,996.7456","5,613,396.1462",CARAG,2018/04/26 06:27:51,2018/04/26 20:00:32
6163,0006XX 12 AV SE,3755903,MP 2018 997995,2,2018/04/25 20:04:26,2018/04/21 15:00:00,15:00:00,THEFT,Other Theft,7,2018/04/25 20:04:26,17811,44.98404508,-93.23658517,"-10,379,049.1849","5,619,010.0605",MARCY HOLMES,2018/04/26 09:11:15,2018/04/26 20:00:32
6164,0003XX 33 ST W,3755905,MP 2018 130511,5,2018/04/25 20:00:00,2018/04/25 18:40:00,18:40:00,ROBBIZ,Robbery Of Business,4,2018/04/25 20:05:44,11358,44.94291919,-93.28367576,"-10,384,291.2854","5,612,539.7525",LYNDALE,2018/04/26 05:58:17,2018/04/26 20:00:32
6165,0018XX Girard AV N,3755908,MP 2018 130282,4,2018/04/25 16:21:59,2018/04/24 23:29:59,23:30:00,BURGD,Burglary Of Dwelling,6,2018/04/25 20:13:17,14765,44.99806942,-93.29717172,"-10,385,793.6482","5,621,217.5612",NEAR - NORTH,2018/04/26 09:01:18,2018/04/26 20:00:32
6166,0010XX Currie AV ,3755909,MP 2018 130552,1,2018/04/25 20:18:00,2018/04/25 19:33:00,19:33:00,THEFT,Other Theft,7,2018/04/25 20:17:20,25669,44.97802336,-93.29716994,"-10,385,793.4503","5,618,062.3777",DOWNTOWN WEST,2018/04/25 21:28:23,2018/04/26 20:00:32
6167,0028XX 26 AV S,3755916,MP 2018 130562,3,2018/04/25 20:45:00,2018/04/25 19:49:00,19:49:00,BURGB,Burglary Of Business,6,2018/04/25 20:45:21,19096,44.95108135,-93.2347243,"-10,378,842.0334","5,613,823.5304",LONGFELLOW,2018/04/26 11:25:56,2018/04/26 20:00:32
6168,0043XX NICOLLET AV ,3755919,MP 2018 997994,5,2018/04/25 20:53:23,2018/04/10 17:00:00,17:00:00,BIKETF,Bike Theft,7,2018/04/25 20:53:23,21359,44.92415856,-93.2779314,"-10,383,651.8252","5,609,589.696",KING FIELD,2018/04/26 05:52:02,2018/04/26 20:00:32
6169,0018XX 1 AV S,3755920,MP 2018 997993,5,2018/04/25 20:54:40,2018/03/23 09:00:00,09:00:00,THEFT,Other Theft,7,2018/04/25 20:54:40,19279,44.9645834,-93.27658196,"-10,383,501.6071","5,615,947.5903",STEVENS SQUARE - LORING HEIGHTS,2018/04/26 05:51:22,2018/04/26 20:00:32
6170,0048XX GARFIELD AV ,3755924,MP 2018 997992,5,2018/04/25 21:08:05,2018/04/25 16:59:00,16:59:00,THEFT,Other Theft,7,2018/04/25 21:08:05,12686,44.9150422,-93.28700086,"-10,384,661.4331","5,608,156.5213",TANGLETOWN,2018/04/26 05:50:03,2018/04/26 20:00:32
6171,0008XX 7 ST S,3755927,MP 2018 130580,1,2018/04/24 16:49:00,2018/04/24 15:32:00,15:32:00,THFTSW,Theft By Swindle,7,2018/04/25 21:26:17,20016,44.97198115,-93.26067163,"-10,381,730.4771","5,617,111.5704",ELLIOT PARK,2018/04/26 22:21:34,2018/04/27 20:00:35
6172,0041XX Lyndale AV N,3755929,MP 2018 130668,4,2018/04/25 21:43:00,2018/04/25 19:05:00,19:05:00,THEFT,Other Theft,7,2018/04/25 21:41:36,10123,45.03043072,-93.28804629,"-10,384,777.8103","5,626,313.4532",WEBBER - CAMDEN,2018/04/26 06:29:36,2018/04/26 20:00:32
6173,0005XX Broadway AV W,3755938,MP 2018 130643,4,2018/04/25 22:09:59,2018/04/25 21:01:59,21:02:00,THEFT,Other Theft,7,2018/04/25 22:09:28,22647,44.99913516,-93.28682309,"-10,384,641.6445","5,621,385.3364",NEAR - NORTH,2018/04/26 06:28:57,2018/04/26 20:00:32
6174,0029XX Hennepin AV S,3755940,MP 2018 130679,5,2018/04/25 22:12:00,2018/04/25 21:19:00,21:19:00,THEFT,Other Theft,7,2018/04/25 22:11:38,17660,44.94881103,-93.29827927,"-10,385,916.9401","5,613,466.4267",LOWRY HILL EAST,2018/04/26 08:24:26,2018/04/26 20:00:32
6175,10 AV S / 33 ST E,3755947,MP 2018 130683,3,2018/04/25 22:34:00,2018/04/25 21:10:00,21:10:00,ROBPAG,Robbery Per Agg,4,2018/04/25 22:34:18,,44.94317,-93.26006,"-10,381,662.48","5,612,579.536",POWDERHORN PARK,2018/04/26 07:35:29,2018/04/26 20:00:32
6176,0055XX Elliot AV S,3755949,MP 2018 130517,3,2018/04/25 22:46:00,2018/04/25 18:59:59,19:00:00,BURGD,Burglary Of Dwelling,6,2018/04/25 22:44:05,20902,44.90250034,-93.26142563,"-10,381,814.4113","5,606,185.1973",DIAMOND LAKE,2018/04/26 06:32:52,2018/04/26 20:00:32
6177,0039XX 1 AV S,3755956,MP 2018 130749,2,2018/04/25 23:29:00,2018/04/25 17:29:59,17:30:00,TFMV,Theft From Motr Vehc,7,2018/04/25 23:28:55,13479,44.93140263,-93.27662269,"-10,383,506.1412","5,610,728.6908",KING FIELD,2018/04/26 09:10:56,2018/04/26 20:00:32
6178,00001X 15 ST E,3755978,MP 2018 130858,1,2018/04/26 01:02:00,2018/04/25 23:45:00,23:45:00,DASTR,Domestic Assault/Strangulation,5,2018/04/26 01:02:15,25123,44.96806562,-93.27713536,"-10,383,563.2107","5,616,495.4722",LORING PARK,2018/04/26 06:57:04,2018/04/26 20:00:32
6179,0006XX 18 ST E,3755979,MP 2018 997991,3,2018/04/26 01:18:50,2018/04/25 15:10:00,15:10:00,THEFT,Other Theft,7,2018/04/26 01:18:50,16820,44.96521177,-93.26638417,"-10,382,366.3939","5,616,046.4535",VENTURA VILLAGE,2018/04/26 06:33:23,2018/04/26 20:00:32
6180,0005XX Penn AV N,3755992,MP 2018 130919,4,2018/04/26 02:00:00,2018/04/26 00:45:00,00:45:00,ROBPAG,Robbery Per Agg,4,2018/04/26 02:00:30,16342,44.98346605,-93.30830167,"-10,387,032.6284","5,618,918.9294",HARRISON,2018/04/27 16:59:13,2018/04/27 20:00:35
6181,0004XX Hennepin AV S,3756001,MP 2018 130974,1,2018/04/26 03:30:00,2018/04/26 02:10:00,02:10:00,ASLT2,Asslt W/dngrs Weapon,5,2018/04/26 03:31:58,16700,44.9800647,-93.27188308,"-10,382,978.5303","5,618,383.6275",DOWNTOWN WEST,2018/04/26 04:51:10,2018/04/26 20:00:32
6182,0015XX Russell AV N,3756002,MP 2018 130967,4,2018/04/26 03:43:59,2018/04/26 01:57:59,01:58:00,ROBPAG,Robbery Per Agg,4,2018/04/26 03:42:05,22216,44.9942419,-93.31077482,"-10,387,307.938","5,620,615.037",WILLARD - HAY,2018/04/27 04:45:41,2018/04/27 20:00:35
6183,0004XX 1 AV N,3756003,MP 2018 130954,1,2018/04/26 04:30:00,2018/04/25 12:00:00,12:00:00,AUTOTH,Motor Vehicle Theft,8,2018/04/26 03:53:15,17121,44.98080828,-93.27314066,"-10,383,118.5232","5,618,500.6487",DOWNTOWN WEST,2018/04/26 20:37:27,2018/04/27 20:00:35
6184,0019XX Newton AV N,3756009,MP 2018 131061,4,2018/04/26 08:00:00,2018/04/26 05:06:59,05:07:00,MURDR,Murder (general),1,2018/04/26 05:29:04,14757,44.99937264,-93.30569036,"-10,386,741.9385","5,621,422.721",WILLARD - HAY,2018/04/26 16:02:45,2018/04/26 20:00:32
6185,0043XX Nicollet AV S,3756013,MP 2018 131077,5,2018/04/26 07:37:00,2018/04/25 13:20:00,13:20:00,THEFT,Other Theft,7,2018/04/26 07:36:44,21359,44.92415856,-93.2779314,"-10,383,651.8252","5,609,589.696",KING FIELD,2018/04/26 12:48:25,2018/04/26 20:00:32
6186,0010XX 53 ST W,3756015,MP 2018 131112,5,2018/04/26 09:33:59,2018/04/25 15:00:00,15:00:00,AUTOTH,Motor Vehicle Theft,8,2018/04/26 08:27:52,21941,44.90689835,-93.2927458,"-10,385,300.9571","5,606,876.4254",LYNNHURST,2018/04/26 13:20:01,2018/04/26 20:00:32
6187,0007XX Lake ST E,3756016,MP 2018 131094,3,2018/04/26 08:42:00,2018/04/26 00:59:59,01:00:00,BURGB,Burglary Of Business,6,2018/04/26 08:41:50,21862,44.94835461,-93.2633086,"-10,382,024.0226","5,613,394.6382",PHILLIPS WEST,2018/04/26 11:29:11,2018/04/26 20:00:32
6188,0016XX WEST BROADWAY  ,3756019,MP 2018 997989,4,2018/04/26 09:16:25,2018/04/25 15:00:00,15:00:00,THEFT,Other Theft,7,2018/04/26 09:16:25,14793,44.99945235,-93.30128954,"-10,386,252.0416","5,621,435.2699",WILLARD - HAY,2018/04/26 09:16:30,2018/04/26 20:00:32
6189,0051XX WEST LAKE NOKOMIS PK ,3756025,MP 2018 997988,99,2018/04/26 09:29:00,2018/04/18 08:13:00,08:13:00,THEFT,Other Theft,7,2018/04/26 09:29:00,19432,44.91237637,-93.24402872,"-10,379,877.7968","5,607,737.4706",KEEWAYDIN,2018/04/26 09:29:01,2018/04/26 20:00:32
6190,0009XX Washington AV S,3756035,MP 2018 131156,1,2018/04/26 10:09:00,2018/04/26 05:18:00,05:18:00,BURGB,Burglary Of Business,6,2018/04/26 10:09:18,25156,44.97650066,-93.25593685,"-10,381,203.4038","5,617,822.7537",DOWNTOWN EAST,2018/04/27 05:52:32,2018/04/27 20:00:35
6191,00003X Spruce PL ,3756036,MP 2018 131150,1,2018/04/26 10:09:59,2018/04/25 23:29:59,23:30:00,BURGD,Burglary Of Dwelling,6,2018/04/26 10:09:51,22156,44.97227828,-93.28184993,"-10,384,088.0349","5,617,158.3234",LORING PARK,2018/04/27 05:54:48,2018/04/27 20:00:35
6192,0035XX Lyndale AV S,3756040,MP 2018 131138,5,2018/04/26 10:31:00,2018/04/26 02:58:59,02:59:00,THEFT,Other Theft,7,2018/04/26 10:29:28,19253,44.93859543,-93.28820235,"-10,384,795.1827","5,611,859.768",LYNDALE,2018/04/26 12:50:20,2018/04/26 20:00:32
6193,0038XX Grand AV S,3756067,MP 2018 997986,5,2018/04/26 11:03:24,2018/04/14 17:00:00,17:00:00,TFMV,Theft From Motr Vehc,7,2018/04/26 11:03:24,11537,44.93318123,-93.28437279,"-10,384,368.8779","5,611,008.3649",KING FIELD,2018/04/26 11:03:32,2018/04/26 20:00:32
6194,0032XX Russell AV N,3756068,MP 2018 131149,4,2018/04/26 11:07:59,2018/04/26 09:00:00,09:00:00,DASTR,Domestic Assault/Strangulation,5,2018/04/26 11:05:33,18759,45.01414127,-93.31079374,"-10,387,310.0443","5,623,748.0153",CLEVELAND,2018/04/26 13:43:46,2018/04/26 20:00:32
6195,0024XX ELLIOT AV ,3756070,MP 2018 997985,3,2018/04/26 11:09:29,2018/04/25 12:00:00,12:00:00,TFMV,Theft From Motr Vehc,7,2018/04/26 11:09:29,16426,44.95822357,-93.2612999,"-10,381,800.4159","5,614,947.0387",MIDTOWN PHILLIPS,2018/04/26 13:33:25,2018/04/26 20:00:32
6196,0029XX Sheridan AV N,3756082,MP 2018 131098,4,2018/04/26 11:55:00,2018/04/26 07:37:00,07:37:00,ASLT2,Asslt W/dngrs Weapon,5,2018/04/26 11:28:24,20439,45.01053824,-93.31206383,"-10,387,451.4305","5,623,180.6683",JORDAN,2018/04/26 16:19:23,2018/04/26 20:00:32
6197,00002X OAK GROVE ST ,3756085,MP 2018 997984,1,2018/04/26 11:34:09,2018/04/22 15:59:59,16:00:00,BIKETF,Bike Theft,7,2018/04/26 11:34:09,19243,44.96637501,-93.27897347,"-10,383,767.8286","5,616,229.4721",LORING PARK,2018/04/26 11:34:14,2018/04/26 20:00:32
6198,0028XX 10 AV S,3756118,MP 2018 997982,3,2018/04/26 12:33:14,2018/04/25 21:59:59,22:00:00,TFMV,Theft From Motr Vehc,7,2018/04/26 12:33:14,26027,44.95151762,-93.26010183,"-10,381,667.0474589","5,613,892.15422735",MIDTOWN PHILLIPS,2018/04/26 13:33:36,2018/04/26 20:00:32
6199,FRANKLIN AV  / Cedar AV S,3756120,MP 2018 997981,99,2018/04/26 12:40:52,2018/04/20 09:00:00,09:00:00,THEFT,Other Theft,7,2018/04/26 12:40:52,,44.96275,-93.24524,"-10,380,012.55","5,615,659.622",SEWARD,2018/04/26 12:40:53,2018/04/26 20:00:32
6200,0001XX 5 ST S,3756124,MP 2018 997980,1,2018/04/26 12:50:40,2018/04/23 00:00:00,00:00:00,TFMV,Theft From Motr Vehc,7,2018/04/26 12:50:40,21064,44.97791736,-93.26860772,"-10,382,613.9185","5,618,045.6954",DOWNTOWN WEST,2018/04/26 12:50:45,2018/04/26 20:00:32
6201,0003XX Nicollet Mall  ,3756154,MP 2018 131412,1,2018/04/26 13:38:59,2018/04/26 13:18:59,13:19:00,THEFT,Other Theft,7,2018/04/26 13:38:52,21735,44.98028091,-93.26939311,"-10,382,701.3474","5,618,417.6532",DOWNTOWN WEST,2018/04/26 17:13:50,2018/04/26 20:00:32
6202,0031XX Clinton AV S,3756156,MP 2018 131404,3,2018/04/26 13:40:00,2018/04/26 02:00:00,02:00:00,BURGD,Burglary Of Dwelling,6,2018/04/26 13:40:32,19943,44.94581681,-93.27155345,"-10,382,941.8358","5,612,995.4809",CENTRAL,2018/04/26 14:18:25,2018/04/26 20:00:32
6203,0027XX Queen AV N,3756160,MP 2018 131347,4,2018/04/26 13:50:00,2018/04/25 21:59:59,22:00:00,AUTOTH,Motor Vehicle Theft,8,2018/04/26 13:50:00,10891,45.00873104,-93.30949683,"-10,387,165.6736","5,622,896.1146",JORDAN,2018/04/27 16:33:19,2018/04/27 20:00:35
6204,0030XX Garfield AV S,3756161,MP 2018 131416,5,2018/04/26 13:54:00,2018/04/25 17:00:00,17:00:00,ROBPER,Robbery Of Person,4,2018/04/26 13:54:28,14079,44.94748777,-93.28683345,"-10,384,642.7979","5,613,258.2953",LYNDALE,2018/04/27 11:23:04,2018/04/27 20:00:35
6205,0036XX Bryant AV N,3756163,MP 2018 131447,4,2018/04/26 14:03:00,2018/04/16 09:59:59,10:00:00,THFTSW,Theft By Swindle,7,2018/04/26 13:59:24,10018,45.02123016,-93.29056362,"-10,385,058.0382","5,624,864.3601",MCKINLEY,2018/04/26 21:14:40,2018/04/27 20:00:35
6206,0004XX 13 AV SE,3756165,MP 2018 997977,2,2018/04/26 14:29:28,2018/04/24 21:59:59,22:00:00,BIKETF,Bike Theft,7,2018/04/26 14:29:28,16641,44.98153641,-93.23677981,"-10,379,070.8515","5,618,615.2399",MARCY HOLMES,2018/04/26 14:29:29,2018/04/26 20:00:32
6207,0036XX Oliver AV N,3756170,MP 2018 131291,4,2018/04/26 14:05:00,2018/04/26 00:59:59,01:00:00,THEFT,Other Theft,7,2018/04/26 14:57:38,10347,45.02135906,-93.30701402,"-10,386,889.288","5,624,884.6594",FOLWELL,2018/04/27 09:27:27,2018/04/27 20:00:35
6208,0016XX Lake ST E,3756173,MP 2018 131415,3,2018/04/26 15:04:59,2018/04/26 13:12:00,13:12:00,THEFT,Other Theft,7,2018/04/26 15:04:26,21924,44.94836761,-93.25059333,"-10,380,608.5659","5,613,396.6825",POWDERHORN PARK,2018/04/27 14:22:30,2018/04/27 20:00:35
6209,0040XX Lyndale AV S,3756175,MP 2018 997975,5,2018/04/26 15:26:44,2017/10/31 00:00:00,00:00:00,TMVP,Theft-motr Veh Parts,7,2018/04/26 15:26:44,19257,44.92952741,-93.28827012,"-10,384,802.727","5,610,433.8332",KING FIELD,2018/04/26 15:26:51,2018/04/26 20:00:32
6210,0040XX Nicollet AV S,3756177,MP 2018 131468,5,2018/04/26 15:35:00,2018/04/26 11:00:00,11:00:00,THEFT,Other Theft,7,2018/04/26 15:34:29,11654,44.92958552,-93.27792165,"-10,383,650.7402","5,610,442.9702",KING FIELD,2018/04/27 15:34:45,2018/04/27 20:00:35
6211,0020XX BLOOMINGTON AV ,3756178,MP 2018 997974,3,2018/04/26 15:42:11,2018/04/26 14:29:59,14:30:00,BIKETF,Bike Theft,7,2018/04/26 15:42:11,21440,44.96227679,-93.25231949,"-10,380,800.7214","5,615,584.692",VENTURA VILLAGE,2018/04/26 15:42:16,2018/04/26 20:00:32
6212,0052XX 10 AV S,3756182,MP 2018 997973,3,2018/04/26 15:59:23,2018/04/22 14:00:00,14:00:00,BIKETF,Bike Theft,7,2018/04/26 15:59:23,13350,44.9079734,-93.26009506,"-10,381,666.2931","5,607,045.3981",HALE,2018/04/26 15:59:28,2018/04/26 20:00:32
6213,0024XX 11 AV S,3756184,MP 2018 997972,3,2018/04/26 16:10:38,2018/02/26 00:01:00,00:01:00,TMVP,Theft-motr Veh Parts,7,2018/04/26 16:10:38,16697,44.95823095,-93.25876543,"-10,381,518.2796","5,614,948.1988",MIDTOWN PHILLIPS,2018/04/26 16:10:44,2018/04/26 20:00:32
6214,0059XX Nicollet AV S,3756186,MP 2018 131525,5,2018/04/26 16:34:59,2018/04/26 15:00:00,15:00:00,SHOPLF,Shoplifting,7,2018/04/26 16:31:05,13304,44.8949328,-93.2781055,"-10,383,671.2063","5,604,995.9438",WINDOM,2018/04/26 21:04:32,2018/04/27 20:00:35
6215,00001X 13 ST N,3756201,MP 2018 997969,1,2018/04/26 18:15:04,2018/01/01 00:00:00,00:00:00,BIKETF,Bike Theft,7,2018/04/26 18:15:04,16664,44.97466996,-93.28204727,"-10,384,110.0017","5,617,534.6704",LORING PARK,2018/04/26 18:15:07,2018/04/26 20:00:32
6216,0031XX Nicollet AV S,3756207,MP 2018 131722,5,2018/04/26 18:56:59,2018/04/25 12:00:00,12:00:00,THFTSW,Theft By Swindle,7,2018/04/26 18:55:49,11371,44.94579493,-93.27793241,"-10,383,651.9376","5,612,992.0396",LYNDALE,2018/04/26 22:22:50,2018/04/27 20:00:35
6217,0019XX 2 ST NE,3756212,MP 2018 131680,2,2018/04/26 18:59:59,2018/04/26 02:00:00,02:00:00,TFPER,Theft From Person,7,2018/04/26 19:13:31,16584,45.00799672,-93.26616592,"-10,382,342.0989","5,622,780.4946",BOTTINEAU,2018/04/27 01:11:08,2018/04/27 20:00:35
6218,0021XX Lyndale AV N,3756216,MP 2018 131766,4,2018/04/26 20:00:00,2018/04/26 06:00:00,06:00:00,ASLT2,Asslt W/dngrs Weapon,5,2018/04/26 19:43:09,15954,45.00085859,-93.28798931,"-10,384,771.4672","5,621,656.654",HAWTHORNE,2018/04/26 23:34:49,2018/04/27 20:00:35
6219,0001XX Lake ST W,3756221,MP 2018 131726,5,2018/04/26 20:29:59,2018/04/26 17:58:00,17:58:00,CSCR,Crim Sex Cond-rape,3,2018/04/26 20:28:57,21929,44.94834712,-93.28052287,"-10,383,940.3067","5,613,393.4592",WHITTIER,2018/04/27 00:33:38,2018/04/27 20:00:35
6220,0005XX Irving AV N,3756223,MP 2018 131837,4,2018/04/26 20:35:00,2018/04/26 18:30:00,18:30:00,THEFT,Other Theft,7,2018/04/26 20:35:16,15721,44.98337968,-93.29943207,"-10,386,045.269","5,618,905.3361",HARRISON,2018/04/26 23:58:47,2018/04/27 20:00:35
6221,0015XX Broadway AV W,3756232,MP 2018 131939,4,2018/04/26 21:30:00,2018/04/26 20:39:59,20:40:00,THEFT,Other Theft,7,2018/04/26 21:22:44,14792,44.99962492,-93.29979483,"-10,386,085.652","5,621,462.4371",JORDAN,2018/04/27 06:05:56,2018/04/27 20:00:35
6222,2ND ST  / 11 AV S,3756236,MP 2018 997968,1,2018/04/26 21:45:54,2018/04/26 17:45:00,17:45:00,THEFT,Other Theft,7,2018/04/26 21:45:54,,44.97638,-93.25233,"-10,380,802.02","5,617,803.467",DOWNTOWN EAST,2018/04/27 05:23:59,2018/04/27 20:00:35
6223,0007XX Vincent AV N,3756241,MP 2018 131607,4,2018/04/26 22:09:00,2018/04/23 15:59:59,16:00:00,BURGD,Burglary Of Dwelling,6,2018/04/26 22:08:26,20683,44.98552768,-93.31594594,"-10,387,883.5845","5,619,243.4027",WILLARD - HAY,2018/04/27 10:03:07,2018/04/27 20:00:35
6224,0025XX Lake ST E,3756242,MP 2018 131989,3,2018/04/26 22:18:00,2018/04/26 21:14:59,21:15:00,SHOPLF,Shoplifting,7,2018/04/26 22:17:52,19097,44.94837171,-93.23514707,"-10,378,889.0961","5,613,397.3273",LONGFELLOW,2018/04/27 02:52:42,2018/04/27 20:00:35
6225,0037XX Minnehaha AV S,3756245,MP 2018 131735,3,2018/04/26 22:37:00,2018/04/25 21:59:59,22:00:00,THEFT,Other Theft,7,2018/04/26 22:36:54,21265,44.93585216,-93.22514216,"-10,377,775.3542","5,611,428.3691",HOWE,2018/04/27 07:52:22,2018/04/27 20:00:35
6226,0045XX Newton AV N,3756248,MP 2018 131665,4,2018/04/26 22:41:00,2018/04/26 16:30:00,16:30:00,DASLT2,2nd Deg Domes Aslt,5,2018/04/26 22:41:19,18116,45.03773833,-93.3066381,"-10,386,847.4409","5,627,464.5715",WEBBER - CAMDEN,2018/04/27 06:15:42,2018/04/27 20:00:35
6227,0054XX Lyndale AV S,3756252,MP 2018 132058,5,2018/04/26 22:56:00,2018/04/26 22:02:59,22:03:00,ROBBIZ,Robbery Of Business,4,2018/04/26 22:56:06,14675,44.90417928,-93.28830779,"-10,384,806.9203","5,606,449.0684",KENNY,2018/04/27 04:02:30,2018/04/27 20:00:35
6228,0008XX Lake ST W,3756254,MP 2018 131859,5,2018/04/26 23:05:00,2018/04/26 19:25:59,19:26:00,SHOPLF,Shoplifting,7,2018/04/26 23:05:05,16079,44.9483642,-93.29001302,"-10,384,996.7456","5,613,396.1462",CARAG,2018/04/27 07:48:25,2018/04/27 20:00:35
6229,0030XX Hennepin AV S,3756256,MP 2018 131829,5,2018/04/26 23:13:59,2018/04/26 09:00:00,09:00:00,THEFT,Other Theft,7,2018/04/26 23:13:05,11281,44.9474742,-93.29829195,"-10,385,918.3514","5,613,256.1615",CARAG,2018/04/27 07:45:23,2018/04/27 20:00:35
6230,10 ST N / Glenwood AV ,3756260,MP 2018 132064,1,2018/04/26 23:26:00,2018/04/26 21:49:59,21:50:00,CSCR,Crim Sex Cond-rape,3,2018/04/26 23:21:49,,44.97889,-93.2788,"-10,383,748.59","5,618,198.817",DOWNTOWN WEST,2018/04/27 09:56:00,2018/04/27 20:00:35
6231,0008XX Russell AV N,3756261,MP 2018 131872,4,2018/04/26 23:23:59,2018/04/22 18:59:59,19:00:00,ROBPAG,Robbery Per Agg,4,2018/04/26 23:23:21,15438,44.98700137,-93.31104363,"-10,387,337.8622","5,619,475.3501",WILLARD - HAY,2018/04/27 16:40:36,2018/04/27 20:00:35
6232,0055XX 34 AV S,3756267,MP 2018 132155,3,2018/04/27 00:59:59,2018/04/26 23:16:00,23:16:00,BURGB,Burglary Of Business,6,2018/04/27 00:06:17,12999,44.90265656,-93.22291914,"-10,377,527.8891","5,606,209.7493",MORRIS PARK,2018/04/27 04:51:51,2018/04/27 20:00:35
6233,35 ST E / Chicago AV S,3756272,MP 2018 132034,3,2018/04/27 00:51:00,2018/04/26 20:00:00,20:00:00,ROBPER,Robbery Of Person,4,2018/04/27 00:49:13,,44.93956,-93.26256,"-10,381,940.93","5,612,011.526",CENTRAL,2018/04/27 02:54:45,2018/04/27 20:00:35
6234,0022XX Franklin AV E,3756274,MP 2018 997967,3,2018/04/27 01:00:09,2018/04/26 21:40:00,21:40:00,TFMV,Theft From Motr Vehc,7,2018/04/27 01:00:09,16990,44.96274963,-93.2404603,"-10,379,480.5616","5,615,659.0824",SEWARD,2018/04/27 06:44:28,2018/04/27 20:00:35
6235,0028XX Lyndale AV S,3756275,MP 2018 131943,5,2018/04/27 01:02:00,2018/04/26 20:00:00,20:00:00,TFMV,Theft From Motr Vehc,7,2018/04/27 01:01:28,16763,44.95099896,-93.2880785,"-10,384,781.3958","5,613,810.5719",WHITTIER,2018/04/27 08:06:35,2018/04/27 20:00:35
6236,0024XX 38 ST E,3756282,MP 2018 132274,3,2018/04/27 02:35:00,2018/04/27 01:43:00,01:43:00,BURGB,Burglary Of Business,6,2018/04/27 02:34:30,11687,44.93411183,-93.23655719,"-10,379,046.0693","5,611,154.6994",STANDISH,2018/04/27 04:54:02,2018/04/27 20:00:35
6237,0001XX 30 AV NE,3756284,MP 2018 132116,2,2018/04/27 03:01:00,2018/04/26 20:00:00,20:00:00,AUTOTH,Motor Vehicle Theft,8,2018/04/27 03:00:43,13946,45.02222702,-93.27099912,"-10,382,880.1273","5,625,021.3547",MARSHALL TERRACE,2018/04/27 07:11:35,2018/04/27 20:00:35
6238,0015XX 28 ST W,3756286,MP 2018 132313,5,2018/04/27 03:04:00,2018/04/27 02:42:00,02:42:00,BURGD,Burglary Of Dwelling,6,2018/04/27 03:04:35,17657,44.95246066,-93.30052952,"-10,386,167.4368","5,614,040.4927",EAST ISLES,2018/04/27 03:56:08,2018/04/27 20:00:35
6239,0004XX 5 ST N,3756289,MP 2018 132315,1,2018/04/27 03:17:00,2018/04/27 02:44:00,02:44:00,ASLT2,Asslt W/dngrs Weapon,5,2018/04/27 03:16:12,25935,44.9838146,-93.27839929,"-10,383,703.911","5,618,973.7859",NORTH LOOP,2018/04/27 19:31:46,2018/04/27 20:00:35
6240,0046XX Bryant AV S,3756290,MP 2018 132296,5,2018/04/27 03:27:59,2018/04/27 02:00:00,02:00:00,BURGB,Burglary Of Business,6,2018/04/27 03:26:17,12603,44.91865927,-93.29086537,"-10,385,091.6284","5,608,725.1302",LYNNHURST,2018/04/27 03:55:05,2018/04/27 20:00:35
6241,0035XX Dight AV ,3756294,MP 2018 132350,3,2018/04/27 05:10:00,2018/04/27 04:36:00,04:36:00,AUTOTH,Motor Vehicle Theft,8,2018/04/27 05:06:33,11830,44.93864188,-93.22989363,"-10,378,304.2855","5,611,867.0719",HOWE,2018/04/27 14:30:18,2018/04/27 20:00:35
